,species,tilt_axis,crystal_type,angle,lattice_constant_bcc,lattice_constant_fcc,lattice_constant_sc,bulk_modulus_bcc,bulk_modulus_fcc,bulk_modulus_sc,c44_bcc,c44_fcc,c44_sc,c12_bcc,c12_fcc,c12_sc,c11_bcc,c11_fcc,c11_sc,cohesive_energy_bcc,cohesive_energy_fcc,cohesive_energy_sc,thermal_expansion_coeff_bcc,thermal_expansion_coeff_fcc,surface_energy_100_bcc,surface_energy_100_fcc,surface_energy_110_bcc,surface_energy_110_fcc,surface_energy_111_bcc,surface_energy_111_fcc,surface_energy_121_bcc,surface_energy_121_fcc,extr_stack_fault_energy_fcc,intr_stack_fault_energy_fcc,unstable_stack_energy_fcc,unstable_stack_energy_slip_fraction_fcc,unstable_twinning_energy_fcc,unstable_twinning_energy_slip_fraction_fcc,relaxed_formation_potential_energy_bcc,relaxed_formation_potential_energy_fcc,relaxed_formation_potential_energy_hcp,unrelaxed_formation_potential_energy_bcc,unrelaxed_formation_potential_energy_fcc,unrelaxed_formation_potential_energy_hcp,vacancy_migration_energy_bcc,vacancy_migration_energy_fcc,vacancy_migration_energy_hcp,vacancy_migration_energy_sc,relaxation_volume_bcc,relaxation_volume_fcc,relaxation_volume_hcp,coeff,grain_energy_analytical,grain_energy_analytical_unrelaxed
26,Au,"[1, 1, 2]",fcc,"(0.0, 23.07391806563098, 34.04773236999154, 38.572650822227786, 44.41530859719298, 52.20027756457278, 62.96430821058772, 69.97282751604145, 78.46304096718453, 88.83061719438597, 91.16938280561406, 101.5369590328155, 110.02717248395858, 117.03569178941231)",3.2611196565051235,4.093702100361548,2.71541595939667,161.91910103506407,157.5809588938394,132.3373324438548,67.89328324677182,45.4001959785392,-0.44825189501446916,165.4266727837447,146.43697001785884,66.16233747943517,154.9039575377029,179.86893664580055,264.6873223726941,3.7675219335525036,3.8096628572936804,3.451868415338731,,1.855263804185217e-05,,0.057146755417446585,,0.06043939167493889,,0.05023088742330777,,0.058257262249562146,0.034019589572996375,0.0008950506497011902,0.007779075846758018,0.5116446659482785,0.008266266673487968,1.5007583512931226,,0.9001199107500297,,,0.9645476808471077,,,0.6818749311775224,,,,6.266668675968582,,1.1427535887481457,"[0.03582141674958832, 0.5133659014551071, 0.5210654612951309, 0.521021026528433, 0.5135860524186366, 0.4881235636227852, 0.4007452742503057, 0.4668232642457498, 0.506454178679079, 0.5228803946863247, 0.5229447190950223, 0.5021482411861811, 0.5230840416708997, 0.5253791814550238]","[0.33601055755215103, 0.5133659014551071, 0.5210654612951309, 0.521021026528433, 0.5135860524186366, 0.4881235636227852, 0.4007452742503057, 0.4668232642457498, 0.506454178679079, 0.5228803946863247, 0.5229447190950223, 0.5021482411861811, 0.5230840416708997, 0.5253791814550238]"
27,Au,"[1, 1, 0]",fcc,"(0.0, 20.049975724151484, 22.84350731792459, 26.525352016609688, 31.586338096527925, 38.94244126898138, 44.00342734889962, 50.47880364135782, 55.8767054592047, 58.99241699313286, 62.439396894736774, 70.52877936550931, 77.88488253796277, 80.63108442154517, 82.945868617881, 86.6277133165661, 93.3722866834339, 97.054131382119, 99.36891557845483, 102.11511746203723, 109.47122063449069, 117.56060310526324, 121.00758300686714, 124.1232945407953, 129.5211963586422, 135.99657265110037, 141.05755873101862, 148.41366190347208, 153.4746479833903, 157.15649268207542, 159.95002427584853, 180.0)",3.2611196565051235,4.093702100361548,2.71541595939667,161.91910103506407,157.5809588938394,132.3373324438548,67.89328324677182,45.4001959785392,-0.44825189501446916,165.4266727837447,146.43697001785884,66.16233747943517,154.9039575377029,179.86893664580055,264.6873223726941,3.7675219335525036,3.8096628572936804,3.451868415338731,,1.855263804185217e-05,,0.057146755417446585,,0.06043939167493889,,0.05023088742330777,,0.058257262249562146,0.034019589572996375,0.0008950506497011902,0.007779075846758018,0.5116446659482785,0.008266266673487968,1.5007583512931226,,0.9001199107500297,,,0.9645476808471077,,,0.6818749311775224,,,,6.266668675968582,,1.1427535887481457,"[0.046291949855315706, 0.43731420668414156, 0.4535780371892898, 0.46818984174282563, 0.4744980043105238, 0.47834917377459285, 0.4590774808105357, 0.4007452742503046, 0.452183343634725, 0.4690265907711133, 0.4789801647944901, 0.4708401499957239, 0.46318625452522943, 0.4522463680332801, 0.44069627602105954, 0.4161380943763797, 0.34918938895304563, 0.29782772780052147, 0.2587693591783544, 0.20428897560645232, -3.9968028886505635e-15, 0.2197859095634337, 0.28364155246007516, 0.3304418754837526, 0.3921481139216677, 0.44073798589083646, 0.46230791311267416, 0.4750780366414544, 0.46316099512444076, 0.47735113482595193, 0.4812059267000628, 0.04302468900642874]","[0.12086113829243472, 0.43731420668414156, 0.4535780371892898, 0.46818984174282563, 0.4744980043105238, 0.47834917377459285, 0.4590774808105357, 0.4007452742503046, 0.452183343634725, 0.4690265907711133, 0.4789801647944901, 0.4708401499957239, 0.46318625452522943, 0.4522463680332801, 0.44069627602105954, 0.4161380943763797, 0.34918938895304563, 0.29782772780052147, 0.2587693591783544, 0.20428897560645232, -3.9968028886505635e-15, 0.2197859095634337, 0.28364155246007516, 0.3304418754837526, 0.3921481139216677, 0.44073798589083646, 0.46230791311267416, 0.4750780366414544, 0.46316099512444076, 0.47735113482595193, 0.4812059267000628, 0.3360105575521509]"
28,Pd,"[1, 1, 1]",fcc,"(0.0, 24.43269767945453, 27.79577249602797, 32.20422750397202, 38.21321070173819, 46.82644889274107, 52.659006983369785, 59.99999999999999)",3.053702262185869,3.876471424954279,2.5696121674208414,298.2085325967999,204.5796309511868,145.5088540408918,176.30754807408695,73.82640394625845,0.5501921149893375,371.95376542474986,178.47188483851446,52.22331954597201,150.71806694089994,256.79512317653155,332.0799230307314,3.752241475422172,3.8739813676598724,3.4314278737179897,,1.2630055940058664e-05,,0.1099992094053566,,0.11368754751386631,,0.09878793129504934,,0.11159344359733903,0.007209013002297019,0.00671247225098486,0.021718549415561266,0.6375658211711033,0.02426824225965756,1.4439345703124924,,1.458182279861692,,,1.548859131435861,,,1.0104989755223,,,,4.707568057146157,,1.9553771020853257,"[0.024146625819974385, 0.5989084293181702, 0.6028038506028908, 0.6044064504097679, 0.6011339771763713, 0.5884047244178159, 0.5761761083915916, 0.5571626899490201]","[0.48251704353673064, 0.6569481848369279, 0.6641368762726358, 0.6701662964353272, 0.6689419775114174, 0.6731925672000239, 0.6633635342629338, 0.6340090188519996]"
29,Pd,"[0, 0, 1]",fcc,"(0.0, 14.250032697803595, 16.26020470831196, 18.924644416051233, 22.619864948040426, 28.072486935852957, 31.890791801845708, 36.86989764584402, 41.112090439166934, 43.60281897270362, 46.39718102729638, 53.13010235415598, 59.48976259388444, 61.92751306414704, 64.01076641616699, 67.38013505195957, 71.07535558394876, 73.73979529168804, 77.31961650818018, 79.61114218453038, 81.20258929000894, 82.3718503314193, 90.0)",3.053702262185869,3.876471424954279,2.5696121674208414,298.2085325967999,204.5796309511868,145.5088540408918,176.30754807408695,73.82640394625845,0.5501921149893375,371.95376542474986,178.47188483851446,52.22331954597201,150.71806694089994,256.79512317653155,332.0799230307314,3.752241475422172,3.8739813676598724,3.4314278737179897,,1.2630055940058664e-05,,0.1099992094053566,,0.11368754751386631,,0.09878793129504934,,0.11159344359733903,0.007209013002297019,0.00671247225098486,0.021718549415561266,0.6375658211711033,0.02426824225965756,1.4439345703124924,,1.458182279861692,,,1.548859131435861,,,1.0104989755223,,,,4.707568057146157,,1.9553771020853257,"[0.004896808832785654, 0.49681520226722853, 0.5066966371369432, 0.5169090447987887, 0.5262412410860628, 0.5312046316847683, 0.5277440420642083, 0.5123392687017205, 0.5256731044079278, 0.5292447334447017, 0.5303829662792097, 0.5229530191555621, 0.5075452750141292, 0.4984037048950213, 0.4890364770103448, 0.4703819097799997, 0.4439708107782089, 0.420178131455778, 0.3803785934842805, 0.34915959355890247, 0.32433863229178006, 0.30425196551058964, 0.04857306846789938]","[0.3426797439827619, 0.49681520226722853, 0.5066966371369432, 0.5169090447987887, 0.5262412410860628, 0.5312046316847683, 0.5277440420642083, 0.5123392687017205, 0.5256731044079278, 0.5292447334447017, 0.5303829662792097, 0.5229530191555621, 0.5075452750141292, 0.4984037048950213, 0.4890364770103448, 0.4703819097799997, 0.4439708107782089, 0.420178131455778, 0.3803785934842805, 0.34915959355890247, 0.32433863229178006, 0.30425196551058964, 0.12292703132725802]"
30,Pd,"[1, 1, 0]",fcc,"(0.0, 20.049975724151484, 22.84350731792459, 26.525352016609688, 31.586338096527925, 38.94244126898138, 44.00342734889962, 50.47880364135782, 55.8767054592047, 58.99241699313286, 62.439396894736774, 70.52877936550931, 77.88488253796277, 80.63108442154517, 82.945868617881, 86.6277133165661, 93.3722866834339, 97.054131382119, 99.36891557845483, 102.11511746203723, 109.47122063449069, 117.56060310526324, 121.00758300686714, 124.1232945407953, 129.5211963586422, 135.99657265110037, 141.05755873101862, 148.41366190347208, 153.4746479833903, 157.15649268207542, 159.95002427584853, 180.0)",3.053702262185869,3.876471424954279,2.5696121674208414,298.2085325967999,204.5796309511868,145.5088540408918,176.30754807408695,73.82640394625845,0.5501921149893375,371.95376542474986,178.47188483851446,52.22331954597201,150.71806694089994,256.79512317653155,332.0799230307314,3.752241475422172,3.8739813676598724,3.4314278737179897,,1.2630055940058664e-05,,0.1099992094053566,,0.11368754751386631,,0.09878793129504934,,0.11159344359733903,0.007209013002297019,0.00671247225098486,0.021718549415561266,0.6375658211711033,0.02426824225965756,1.4439345703124924,,1.458182279861692,,,1.548859131435861,,,1.0104989755223,,,,4.707568057146157,,1.9553771020853257,"[0.04857306846789757, 0.44923264432322496, 0.46559310069173354, 0.48022032798022596, 0.4862622261895043, 0.49011765758715975, 0.4702163436922948, 0.4093876577162969, 0.4630880201455859, 0.480515585505388, 0.4907904968773018, 0.48251704353672475, 0.4754074227291655, 0.4645077187058617, 0.45298746684966107, 0.4283789448510781, 0.36082805791393635, 0.30860074000700277, 0.26866624554414764, 0.2126695668114762, 2.220446049250313e-16, 0.2286314738741817, 0.2941174625292252, 0.34180350571548856, 0.4042453205018842, 0.4530310568617497, 0.4744852997829838, 0.4869819021012022, 0.4742524306705751, 0.4890134673592855, 0.49302513712250706, 0.004896808832788984]","[0.12292703132725014, 0.44923264432322496, 0.46559310069173354, 0.48022032798022596, 0.4862622261895043, 0.49011765758715975, 0.4702163436922948, 0.4093876577162969, 0.4630880201455859, 0.480515585505388, 0.4907904968773018, 0.48251704353672475, 0.4754074227291655, 0.4645077187058617, 0.45298746684966107, 0.4283789448510781, 0.36082805791393635, 0.30860074000700277, 0.26866624554414764, 0.2126695668114762, 2.220446049250313e-16, 0.2286314738741817, 0.2941174625292252, 0.34180350571548856, 0.4042453205018842, 0.4530310568617497, 0.4744852997829838, 0.4869819021012022, 0.4742524306705751, 0.4890134673592855, 0.49302513712250706, 0.342679743982761]"
31,Pd,"[1, 1, 2]",fcc,"(0.0, 23.07391806563098, 34.04773236999154, 38.572650822227786, 44.41530859719298, 52.20027756457278, 62.96430821058772, 69.97282751604145, 78.46304096718453, 88.83061719438597, 91.16938280561406, 101.5369590328155, 110.02717248395858, 117.03569178941231)",3.053702262185869,3.876471424954279,2.5696121674208414,298.2085325967999,204.5796309511868,145.5088540408918,176.30754807408695,73.82640394625845,0.5501921149893375,371.95376542474986,178.47188483851446,52.22331954597201,150.71806694089994,256.79512317653155,332.0799230307314,3.752241475422172,3.8739813676598724,3.4314278737179897,,1.2630055940058664e-05,,0.1099992094053566,,0.11368754751386631,,0.09878793129504934,,0.11159344359733903,0.007209013002297019,0.00671247225098486,0.021718549415561266,0.6375658211711033,0.02426824225965756,1.4439345703124924,,1.458182279861692,,,1.548859131435861,,,1.0104989755223,,,,4.707568057146157,,1.9553771020853257,"[0.037583073247641735, 0.5247638152492045, 0.5322245298532937, 0.5323023211554267, 0.525024898476828, 0.4995896234743892, 0.40938765771629426, 0.47794469481912316, 0.5179420566795327, 0.5340622750301105, 0.5340556230526277, 0.5123392687017198, 0.5340900039394058, 0.5365104324262246]","[0.34267974398276146, 0.5247638152492045, 0.5322245298532937, 0.5323023211554267, 0.525024898476828, 0.4995896234743892, 0.40938765771629426, 0.47794469481912316, 0.5179420566795327, 0.5340622750301105, 0.5340556230526277, 0.5123392687017198, 0.5340900039394058, 0.5365104324262246]"
32,Pt,"[0, 0, 1]",fcc,"(0.0, 14.250032697803595, 16.26020470831196, 18.924644416051233, 22.619864948040426, 28.072486935852957, 31.890791801845708, 36.86989764584402, 41.112090439166934, 43.60281897270362, 46.39718102729638, 53.13010235415598, 59.48976259388444, 61.92751306414704, 64.01076641616699, 67.38013505195957, 71.07535558394876, 73.73979529168804, 77.31961650818018, 79.61114218453038, 81.20258929000894, 82.3718503314193, 90.0)",3.0754644101665867,3.8796937777150062,2.5752127184983222,262.27590083826504,285.2287971023875,190.80239883433364,119.86576657256639,82.7946017002644,-12.3549534847759,378.54980848850636,250.51588291738418,122.19287410581353,29.72808553778241,354.654625472394,328.02144829137393,5.380773314260503,5.572587917638087,4.93171232984007,,1.1126406263886803e-05,,0.12570000079530808,,0.12534887072835565,,0.10045595376239748,,0.11460224502430105,0.004942174689109155,0.004828520336063429,0.026272658106799043,0.5247390220905174,0.028594283717936174,1.5021393453663892,,1.3789419764943902,,,1.5411285113856525,,,1.027760348841135,,,,5.828229884726677,,2.183370561026752,"[0.004855377333892087, 0.4948952463319416, 0.504773140185621, 0.5149915967009382, 0.5243423713534643, 0.5293380210473436, 0.5259140515788034, 0.5106250587256659, 0.5238486940613092, 0.5273879068558724, 0.5285018946434604, 0.5210314464670132, 0.505567761506102, 0.49640779243406985, 0.4870271807955251, 0.46835999505521575, 0.4419579821561258, 0.41819674251636274, 0.37849213840323537, 0.34738023535546003, 0.3226627982899428, 0.30267098753814115, 0.04817031199980448]","[0.3415593397706105, 0.4948952463319416, 0.504773140185621, 0.5149915967009382, 0.5243423713534643, 0.5293380210473436, 0.5259140515788034, 0.5106250587256659, 0.5238486940613092, 0.5273879068558724, 0.5285018946434604, 0.5210314464670132, 0.505567761506102, 0.49640779243406985, 0.4870271807955251, 0.46835999505521575, 0.4419579821561258, 0.41819674251636274, 0.37849213840323537, 0.34738023535546003, 0.3226627982899428, 0.30267098753814115, 0.1225829553934158]"
33,Pt,"[1, 1, 2]",fcc,"(0.0, 23.07391806563098, 34.04773236999154, 38.572650822227786, 44.41530859719298, 52.20027756457278, 62.96430821058772, 69.97282751604145, 78.46304096718453, 88.83061719438597, 91.16938280561406, 101.5369590328155, 110.02717248395858, 117.03569178941231)",3.0754644101665867,3.8796937777150062,2.5752127184983222,262.27590083826504,285.2287971023875,190.80239883433364,119.86576657256639,82.7946017002644,-12.3549534847759,378.54980848850636,250.51588291738418,122.19287410581353,29.72808553778241,354.654625472394,328.02144829137393,5.380773314260503,5.572587917638087,4.93171232984007,,1.1126406263886803e-05,,0.12570000079530808,,0.12534887072835565,,0.10045595376239748,,0.11460224502430105,0.004942174689109155,0.004828520336063429,0.026272658106799043,0.5247390220905174,0.028594283717936174,1.5021393453663892,,1.3789419764943902,,,1.5411285113856525,,,1.027760348841135,,,,5.828229884726677,,2.183370561026752,"[0.03727206355950314, 0.5228356372059175, 0.530341540793968, 0.5303973318315285, 0.523089707285922, 0.49764249421724194, 0.40792869373644103, 0.47605378567691914, 0.5159960311350054, 0.5321752241727002, 0.5321811383779046, 0.5106250587256672, 0.5322341674323867, 0.5346331718439015]","[0.3415593397706105, 0.5228356372059175, 0.530341540793968, 0.5303973318315285, 0.523089707285922, 0.49764249421724194, 0.40792869373644103, 0.47605378567691914, 0.5159960311350054, 0.5321752241727002, 0.5321811383779046, 0.5106250587256672, 0.5322341674323867, 0.5346331718439015]"
34,Pt,"[1, 1, 1]",fcc,"(0.0, 24.43269767945453, 27.79577249602797, 32.20422750397202, 38.21321070173819, 46.82644889274107, 52.659006983369785, 59.99999999999999)",3.0754644101665867,3.8796937777150062,2.5752127184983222,262.27590083826504,285.2287971023875,190.80239883433364,119.86576657256639,82.7946017002644,-12.3549534847759,378.54980848850636,250.51588291738418,122.19287410581353,29.72808553778241,354.654625472394,328.02144829137393,5.380773314260503,5.572587917638087,4.93171232984007,,1.1126406263886803e-05,,0.12570000079530808,,0.12534887072835565,,0.10045595376239748,,0.11460224502430105,0.004942174689109155,0.004828520336063429,0.026272658106799043,0.5247390220905174,0.028594283717936174,1.5021393453663892,,1.3789419764943902,,,1.5411285113856525,,,1.027760348841135,,,,5.828229884726677,,2.183370561026752,"[0.02394547640878952, 0.596629968001924, 0.6005341653396851, 0.6021420708629692, 0.5988586477891381, 0.5860770492547698, 0.5738166904221946, 0.554866948490466]","[0.4805288731131022, 0.6542730318807788, 0.661473080022883, 0.667514856319593, 0.6663423383109335, 0.6705689828503196, 0.6607894592398422, 0.6316416138599816]"
35,Pt,"[1, 1, 0]",fcc,"(0.0, 20.049975724151484, 22.84350731792459, 26.525352016609688, 31.586338096527925, 38.94244126898138, 44.00342734889962, 50.47880364135782, 55.8767054592047, 58.99241699313286, 62.439396894736774, 70.52877936550931, 77.88488253796277, 80.63108442154517, 82.945868617881, 86.6277133165661, 93.3722866834339, 97.054131382119, 99.36891557845483, 102.11511746203723, 109.47122063449069, 117.56060310526324, 121.00758300686714, 124.1232945407953, 129.5211963586422, 135.99657265110037, 141.05755873101862, 148.41366190347208, 153.4746479833903, 157.15649268207542, 159.95002427584853, 180.0)",3.0754644101665867,3.8796937777150062,2.5752127184983222,262.27590083826504,285.2287971023875,190.80239883433364,119.86576657256639,82.7946017002644,-12.3549534847759,378.54980848850636,250.51588291738418,122.19287410581353,29.72808553778241,354.654625472394,328.02144829137393,5.380773314260503,5.572587917638087,4.93171232984007,,1.1126406263886803e-05,,0.12570000079530808,,0.12534887072835565,,0.10045595376239748,,0.11460224502430105,0.004942174689109155,0.004828520336063429,0.026272658106799043,0.5247390220905174,0.028594283717936174,1.5021393453663892,,1.3789419764943902,,,1.5411285113856525,,,1.027760348841135,,,,5.828229884726677,,2.183370561026752,"[0.0481703119998078, 0.44719018923079257, 0.46353800366324505, 0.478166738516252, 0.4842588041699246, 0.4881138344599598, 0.46832039441283113, 0.4079286937364447, 0.46123248916242443, 0.47855938848894, 0.4887794515685453, 0.4805288731130961, 0.47331872126807273, 0.4624087961779455, 0.4508799366693794, 0.4262736281004704, 0.35881264100502686, 0.30672732412889814, 0.26694035224200907, 0.2112030215017736, -8.881784197001252e-16, 0.227085016128732, 0.2922937902824514, 0.3398328642779046, 0.40215919039661807, 0.4509231951779533, 0.47240432678269517, 0.48495349566590884, 0.47236800472186624, 0.4870289781882936, 0.4910131475836824, 0.04475801871005654]","[0.12258295539341701, 0.44719018923079257, 0.46353800366324505, 0.478166738516252, 0.4842588041699246, 0.4881138344599598, 0.46832039441283113, 0.4079286937364447, 0.46123248916242443, 0.47855938848894, 0.4887794515685453, 0.4805288731130961, 0.47331872126807273, 0.4624087961779455, 0.4508799366693794, 0.4262736281004704, 0.35881264100502686, 0.30672732412889814, 0.26694035224200907, 0.2112030215017736, -8.881784197001252e-16, 0.227085016128732, 0.2922937902824514, 0.3398328642779046, 0.40215919039661807, 0.4509231951779533, 0.47240432678269517, 0.48495349566590884, 0.47236800472186624, 0.4870289781882936, 0.4910131475836824, 0.34155933977061026]"
36,Rh,"[1, 1, 1]",fcc,"(0.0, 24.43269767945453, 27.79577249602797, 32.20422750397202, 38.21321070173819, 46.82644889274107, 52.659006983369785, 59.99999999999999)",2.993063386529684,3.800000064074993,2.552500057965517,241.69041548348912,268.68223060131487,197.87423139783868,241.44290133855614,194.17918160621537,11.400539321029536,252.54936616949306,192.10335596046912,-4.061544058113919,219.9725141114813,421.83997988300644,601.745782309744,5.597050191197475,5.750000002400077,5.170335175930929,,9.086104919625363e-06,,0.14897103042687077,,0.1608209186039389,,0.14397982461290432,,0.1600920976836248,0.011020408828008584,0.01065530045485993,0.02718650596419385,0.5686523437499985,0.03187473068395715,1.501533203125015,,1.8017530661274839,,,1.8428450984928717,,,1.5759338333148658,,,,2.8387553877722156,,2.7558209789615655,"[0.024079293871050532, 0.5981502223121198, 0.6020486405359164, 0.6036530423273448, 0.6003768582702393, 0.5876298950997081, 0.5753904804881795, 0.5563982311308229]","[0.48185500278002513, 0.6560574353623811, 0.6632500256595468, 0.6692836618947933, 0.6680767251446917, 0.6723193001373586, 0.6625067557169013, 0.6332213215223808]"
37,Rh,"[1, 1, 0]",fcc,"(0.0, 20.049975724151484, 22.84350731792459, 26.525352016609688, 31.586338096527925, 38.94244126898138, 44.00342734889962, 50.47880364135782, 55.8767054592047, 58.99241699313286, 62.439396894736774, 70.52877936550931, 77.88488253796277, 80.63108442154517, 82.945868617881, 86.6277133165661, 93.3722866834339, 97.054131382119, 99.36891557845483, 102.11511746203723, 109.47122063449069, 117.56060310526324, 121.00758300686714, 124.1232945407953, 129.5211963586422, 135.99657265110037, 141.05755873101862, 148.41366190347208, 153.4746479833903, 157.15649268207542, 159.95002427584853, 180.0)",2.993063386529684,3.800000064074993,2.552500057965517,241.69041548348912,268.68223060131487,197.87423139783868,241.44290133855614,194.17918160621537,11.400539321029536,252.54936616949306,192.10335596046912,-4.061544058113919,219.9725141114813,421.83997988300644,601.745782309744,5.597050191197475,5.750000002400077,5.170335175930929,,9.086104919625363e-06,,0.14897103042687077,,0.1608209186039389,,0.14397982461290432,,0.1600920976836248,0.011020408828008584,0.01065530045485993,0.02718650596419385,0.5686523437499985,0.03187473068395715,1.501533203125015,,1.8017530661274839,,,1.8428450984928717,,,1.5759338333148658,,,,2.8387553877722156,,2.7558209789615655,"[0.048438255722800014, 0.44855188985397487, 0.4649083214290268, 0.4795362506813814, 0.48559508726364153, 0.48945039828372183, 0.46958503391231843, 0.4089024349849063, 0.4624701948175617, 0.47986418518530516, 0.49012082853382977, 0.4818550027800197, 0.47471152845720666, 0.46380825839604123, 0.4522849703058113, 0.42767687850517333, 0.36015531556911473, 0.3079750196729871, 0.26808956680916607, 0.2121793023988311, -1.7763568394002505e-15, 0.2281145642043314, 0.29350826484022996, 0.34114555664023183, 0.4035493882370367, 0.45232844937727534, 0.4737919923277881, 0.4863063856294163, 0.47362513032963616, 0.48835270779951423, 0.4923551820003317, 0.045005174639610984]","[0.12281281941425082, 0.44855188985397487, 0.4649083214290268, 0.4795362506813814, 0.48559508726364153, 0.48945039828372183, 0.46958503391231843, 0.4089024349849063, 0.4624701948175617, 0.47986418518530516, 0.49012082853382977, 0.4818550027800197, 0.47471152845720666, 0.46380825839604123, 0.4522849703058113, 0.42767687850517333, 0.36015531556911473, 0.3079750196729871, 0.26808956680916607, 0.2121793023988311, -1.7763568394002505e-15, 0.2281145642043314, 0.29350826484022996, 0.34114555664023183, 0.4035493882370367, 0.45232844937727534, 0.4737919923277881, 0.4863063856294163, 0.47362513032963616, 0.48835270779951423, 0.4923551820003317, 0.3423073788080463]"
38,Rh,"[1, 1, 2]",fcc,"(0.0, 23.07391806563098, 34.04773236999154, 38.572650822227786, 44.41530859719298, 52.20027756457278, 62.96430821058772, 69.97282751604145, 78.46304096718453, 88.83061719438597, 91.16938280561406, 101.5369590328155, 110.02717248395858, 117.03569178941231)",2.993063386529684,3.800000064074993,2.552500057965517,241.69041548348912,268.68223060131487,197.87423139783868,241.44290133855614,194.17918160621537,11.400539321029536,252.54936616949306,192.10335596046912,-4.061544058113919,219.9725141114813,421.83997988300644,601.745782309744,5.597050191197475,5.750000002400077,5.170335175930929,,9.086104919625363e-06,,0.14897103042687077,,0.1608209186039389,,0.14397982461290432,,0.1600920976836248,0.011020408828008584,0.01065530045485993,0.02718650596419385,0.5686523437499985,0.03187473068395715,1.501533203125015,,1.8017530661274839,,,1.8428450984928717,,,1.5759338333148658,,,,2.8387553877722156,,2.7558209789615655,"[0.020024561798516267, 0.5241223455061362, 0.5315983242486169, 0.5316687329702052, 0.5243810922172871, 0.4989414901882745, 0.40890243498490664, 0.4773151622943188, 0.5172945231545899, 0.5334347072085084, 0.5334322618206279, 0.5117694506504618, 0.5334728885968981, 0.5358861806362567]","[0.3423073788080465, 0.5241223455061362, 0.5315983242486169, 0.5316687329702052, 0.5243810922172871, 0.4989414901882745, 0.40890243498490664, 0.4773151622943188, 0.5172945231545899, 0.5334347072085084, 0.5334322618206279, 0.5117694506504618, 0.5334728885968981, 0.5358861806362567]"
39,Rh,"[0, 0, 1]",fcc,"(0.0, 14.250032697803595, 16.26020470831196, 18.924644416051233, 22.619864948040426, 28.072486935852957, 31.890791801845708, 36.86989764584402, 41.112090439166934, 43.60281897270362, 46.39718102729638, 53.13010235415598, 59.48976259388444, 61.92751306414704, 64.01076641616699, 67.38013505195957, 71.07535558394876, 73.73979529168804, 77.31961650818018, 79.61114218453038, 81.20258929000894, 82.3718503314193, 90.0)",2.993063386529684,3.800000064074993,2.552500057965517,241.69041548348912,268.68223060131487,197.87423139783868,241.44290133855614,194.17918160621537,11.400539321029536,252.54936616949306,192.10335596046912,-4.061544058113919,219.9725141114813,421.83997988300644,601.745782309744,5.597050191197475,5.750000002400077,5.170335175930929,,9.086104919625363e-06,,0.14897103042687077,,0.1608209186039389,,0.14397982461290432,,0.1600920976836248,0.011020408828008584,0.01065530045485993,0.02718650596419385,0.5686523437499985,0.03187473068395715,1.501533203125015,,1.8017530661274839,,,1.8428450984928717,,,1.5759338333148658,,,,2.8387553877722156,,2.7558209789615655,"[0.004882938719009439, 0.4961761054244832, 0.5060564794517932, 0.5162710481571834, 0.5256095954858748, 0.5305838617659093, 0.5271355120399497, 0.5117694506504582, 0.52506642561396, 0.5286272233260254, 0.5297573436189456, 0.5223137373681592, 0.5068870361225422, 0.49773917835992243, 0.488367341105605, 0.469708301373157, 0.4432999121964123, 0.4195174807723444, 0.37974930504407756, 0.3485658701557578, 0.32377936264288787, 0.30372430348998514, 0.0484382557227944]","[0.34230737880804996, 0.4961761054244832, 0.5060564794517932, 0.5162710481571834, 0.5256095954858748, 0.5305838617659093, 0.5271355120399497, 0.5117694506504582, 0.52506642561396, 0.5286272233260254, 0.5297573436189456, 0.5223137373681592, 0.5068870361225422, 0.49773917835992243, 0.488367341105605, 0.469708301373157, 0.4432999121964123, 0.4195174807723444, 0.37974930504407756, 0.3485658701557578, 0.32377936264288787, 0.30372430348998514, 0.12281281941424549]"
